"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18077345831394193","0.25927252318859095","73.0178323732188","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18079508152008053","0.25926231822967527","73.77631873809378","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1808167130231857","0.2592520626306533","74.52383168969727","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18083835296630857","0.2592417556762695","75.26026677968711","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18086000149250026","0.259231396651268","75.98552295533875","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.180881658744812","0.259220984840393","76.69950117790252","1","140.0","140.0","140.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18090332486629485","0.2592105195283889","77.40210568057364","1","135.0","135.0","135.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18092499999999997","0.2592","78.09324376649248","1","135.0","135.0","135.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1809466841340065","0.2591894257068634","77.9345576203713","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1809683766365051","0.25917879676818845","77.7863979115332","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18099007672071454","0.2591681134700775","77.64865878724605","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1810117835998535","0.25915737609863276","77.52124019830948","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18103349648714062","0.2591465849399566","77.4040472869736","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18105521459579463","0.25913574028015135","77.29698916901039","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18107693713903425","0.2591248424053192","77.19998012835273","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1810986633300781","0.25911389160156245","77.11293960591296","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1811203923821449","0.2591028881549835","77.03579041209476","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18114212350845335","0.25909183235168454","76.96846027947707","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18116385592222212","0.2590807244777679","76.91088169550105","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18118558883666988","0.2590695648193359","76.86299078191345","1","112.0","112.0","112.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1812073214650154","0.2590583536624908","76.82472824540493","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18122905302047726","0.2590470912933349","76.79603947871263","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18125078271627423","0.25903577799797056","76.77687266718077","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18127250976562498","0.2590244140625","76.7671807989437","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18129423338174816","0.25901299977302544","76.76692110015894","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1813159527778625","0.2590015354156494","76.77605399739507","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18133766716718672","0.25899002127647397","76.7945441575481","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18135937576293942","0.2589784576416015","76.82236064640819","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18138107777833934","0.2589668447971344","76.85947518144125","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1814027724266052","0.25895518302917475","76.90586367562297","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18142445892095563","0.25894347262382506","76.96150614482188","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18144613647460933","0.2589317138671875","77.02638563661847","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18146780430078505","0.25891990704536433","77.10048917982571","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18148946161270138","0.25890805244445797","77.18380792578014","1","104.0","104.0","104.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18151110762357708","0.2588961503505707","77.27633536440273","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18153274154663085","0.25888420104980464","77.37806925919288","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18155436259508131","0.2588722048282623","77.48901123996446","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18157596998214717","0.25886016197204587","77.60916568819427","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1815975629210472","0.25884807276725763","77.73854085844232","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18161914062499998","0.25883593749999995","77.87714906934265","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18164070230722423","0.2588237564563751","78.02500503362593","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.1816622471809387","0.2588115299224853","78.18212732187295","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.181683774459362","0.25879925818443295","78.3485384094262","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18170528335571284","0.25878694152832027","78.52426360952668","1","116.0","116.0","116.0"
"CURVE 3","0.20718619840120184","61.563409991085884","59.746142309155594","0.18172677308320997","0.2587745802402496","78.70933198007754","1","116.0","116.0","116.0"
